expression.among.q01	expression.among.q05	expression.among.q50	expression.among.q95	expression.among.q99	expression.within.P.q01	expression.within.P.q05	expression.within.P.q50	expression.within.P.q95	expression.within.P.q99	expression.within.R.q01	expression.within.R.q05	expression.within.R.q50	expression.within.R.q95	expression.within.R.q99	expression.sample.X12C_saliva.q01	expression.sample.X12C_saliva.q05	expression.sample.X12C_saliva.q50	expression.sample.X12C_saliva.q95	expression.sample.X12C_saliva.q99	expression.sample.X33C_saliva.q01	expression.sample.X33C_saliva.q05	expression.sample.X33C_saliva.q50	expression.sample.X33C_saliva.q95	expression.sample.X33C_saliva.q99	expression.sample.X01C_saliva.q01	expression.sample.X01C_saliva.q05	expression.sample.X01C_saliva.q50	expression.sample.X01C_saliva.q95	expression.sample.X01C_saliva.q99	expression.sample.X06C_saliva.q01	expression.sample.X06C_saliva.q05	expression.sample.X06C_saliva.q50	expression.sample.X06C_saliva.q95	expression.sample.X06C_saliva.q99	expression.sample.X11C_saliva.q01	expression.sample.X11C_saliva.q05	expression.sample.X11C_saliva.q50	expression.sample.X11C_saliva.q95	expression.sample.X11C_saliva.q99	expression.sample.X30C_saliva.q01	expression.sample.X30C_saliva.q05	expression.sample.X30C_saliva.q50	expression.sample.X30C_saliva.q95	expression.sample.X30C_saliva.q99	expression.sample.X27C_saliva.q01	expression.sample.X27C_saliva.q05	expression.sample.X27C_saliva.q50	expression.sample.X27C_saliva.q95	expression.sample.X27C_saliva.q99	expression.sample.X07C_saliva.q01	expression.sample.X07C_saliva.q05	expression.sample.X07C_saliva.q50	expression.sample.X07C_saliva.q95	expression.sample.X07C_saliva.q99	expression.sample.X02C_saliva.q01	expression.sample.X02C_saliva.q05	expression.sample.X02C_saliva.q50	expression.sample.X02C_saliva.q95	expression.sample.X02C_saliva.q99	expression.sample.X31C_saliva.q01	expression.sample.X31C_saliva.q05	expression.sample.X31C_saliva.q50	expression.sample.X31C_saliva.q95	expression.sample.X31C_saliva.q99	expression.sample.X35C_saliva.q01	expression.sample.X35C_saliva.q05	expression.sample.X35C_saliva.q50	expression.sample.X35C_saliva.q95	expression.sample.X35C_saliva.q99	expression.sample.X08C_saliva.q01	expression.sample.X08C_saliva.q05	expression.sample.X08C_saliva.q50	expression.sample.X08C_saliva.q95	expression.sample.X08C_saliva.q99	expression.sample.X03C_saliva.q01	expression.sample.X03C_saliva.q05	expression.sample.X03C_saliva.q50	expression.sample.X03C_saliva.q95	expression.sample.X03C_saliva.q99	expression.sample.X28C_saliva.q01	expression.sample.X28C_saliva.q05	expression.sample.X28C_saliva.q50	expression.sample.X28C_saliva.q95	expression.sample.X28C_saliva.q99	expression.sample.X29C_saliva.q01	expression.sample.X29C_saliva.q05	expression.sample.X29C_saliva.q50	expression.sample.X29C_saliva.q95	expression.sample.X29C_saliva.q99	expression.sample.X17C_saliva.q01	expression.sample.X17C_saliva.q05	expression.sample.X17C_saliva.q50	expression.sample.X17C_saliva.q95	expression.sample.X17C_saliva.q99	expression.sample.X10C_saliva.q01	expression.sample.X10C_saliva.q05	expression.sample.X10C_saliva.q50	expression.sample.X10C_saliva.q95	expression.sample.X10C_saliva.q99	expression.sample.X09C_saliva.q01	expression.sample.X09C_saliva.q05	expression.sample.X09C_saliva.q50	expression.sample.X09C_saliva.q95	expression.sample.X09C_saliva.q99	expression.sample.X23C_saliva.q01	expression.sample.X23C_saliva.q05	expression.sample.X23C_saliva.q50	expression.sample.X23C_saliva.q95	expression.sample.X23C_saliva.q99	expression.sample.X32C_saliva.q01	expression.sample.X32C_saliva.q05	expression.sample.X32C_saliva.q50	expression.sample.X32C_saliva.q95	expression.sample.X32C_saliva.q99	expression.sample.X05C_saliva.q01	expression.sample.X05C_saliva.q05	expression.sample.X05C_saliva.q50	expression.sample.X05C_saliva.q95	expression.sample.X05C_saliva.q99	expression.sample.X37C_saliva.q01	expression.sample.X37C_saliva.q05	expression.sample.X37C_saliva.q50	expression.sample.X37C_saliva.q95	expression.sample.X37C_saliva.q99	expression.sample.X36C_saliva.q01	expression.sample.X36C_saliva.q05	expression.sample.X36C_saliva.q50	expression.sample.X36C_saliva.q95	expression.sample.X36C_saliva.q99	expression.sample.X04C_saliva.q01	expression.sample.X04C_saliva.q05	expression.sample.X04C_saliva.q50	expression.sample.X04C_saliva.q95	expression.sample.X04C_saliva.q99	expression.sample.X16C_saliva.q01	expression.sample.X16C_saliva.q05	expression.sample.X16C_saliva.q50	expression.sample.X16C_saliva.q95	expression.sample.X16C_saliva.q99	expression.sample.X14C_saliva.q01	expression.sample.X14C_saliva.q05	expression.sample.X14C_saliva.q50	expression.sample.X14C_saliva.q95	expression.sample.X14C_saliva.q99	expression.sample.X20C_saliva.q01	expression.sample.X20C_saliva.q05	expression.sample.X20C_saliva.q50	expression.sample.X20C_saliva.q95	expression.sample.X20C_saliva.q99	expression.sample.X25C_saliva.q01	expression.sample.X25C_saliva.q05	expression.sample.X25C_saliva.q50	expression.sample.X25C_saliva.q95	expression.sample.X25C_saliva.q99	expression.sample.X40C_saliva.q01	expression.sample.X40C_saliva.q05	expression.sample.X40C_saliva.q50	expression.sample.X40C_saliva.q95	expression.sample.X40C_saliva.q99	expression.sample.X38C_saliva.q01	expression.sample.X38C_saliva.q05	expression.sample.X38C_saliva.q50	expression.sample.X38C_saliva.q95	expression.sample.X38C_saliva.q99	expression.sample.X21C_saliva.q01	expression.sample.X21C_saliva.q05	expression.sample.X21C_saliva.q50	expression.sample.X21C_saliva.q95	expression.sample.X21C_saliva.q99	expression.sample.X26C_saliva.q01	expression.sample.X26C_saliva.q05	expression.sample.X26C_saliva.q50	expression.sample.X26C_saliva.q95	expression.sample.X26C_saliva.q99	expression.sample.X39C_saliva.q01	expression.sample.X39C_saliva.q05	expression.sample.X39C_saliva.q50	expression.sample.X39C_saliva.q95	expression.sample.X39C_saliva.q99	expression.sample.X42C_saliva.q01	expression.sample.X42C_saliva.q05	expression.sample.X42C_saliva.q50	expression.sample.X42C_saliva.q95	expression.sample.X42C_saliva.q99	expression.sample.X19C_saliva.q01	expression.sample.X19C_saliva.q05	expression.sample.X19C_saliva.q50	expression.sample.X19C_saliva.q95	expression.sample.X19C_saliva.q99	expression.sample.X43C_saliva.q01	expression.sample.X43C_saliva.q05	expression.sample.X43C_saliva.q50	expression.sample.X43C_saliva.q95	expression.sample.X43C_saliva.q99	expression.sample.X24C_saliva.q01	expression.sample.X24C_saliva.q05	expression.sample.X24C_saliva.q50	expression.sample.X24C_saliva.q95	expression.sample.X24C_saliva.q99	expression.sample.X44C_saliva.q01	expression.sample.X44C_saliva.q05	expression.sample.X44C_saliva.q50	expression.sample.X44C_saliva.q95	expression.sample.X44C_saliva.q99	expression.sample.X41C_saliva.q01	expression.sample.X41C_saliva.q05	expression.sample.X41C_saliva.q50	expression.sample.X41C_saliva.q95	expression.sample.X41C_saliva.q99	expression.sample.X34C_saliva.q01	expression.sample.X34C_saliva.q05	expression.sample.X34C_saliva.q50	expression.sample.X34C_saliva.q95	expression.sample.X34C_saliva.q99	difference.between.q01	difference.between.q05	difference.between.q50	difference.between.q95	difference.between.q99	difference.within.q01	difference.within.q05	difference.within.q50	difference.within.q95	difference.within.q99	effect.q01	effect.q05	effect.q50	effect.q95	effect.q99	criteria.significance	criteria.significant	criteria.meaning	criteria.meaningful
308	4.622	5.193	6.779	7.509	8.176	4.375	5.038	6.759	7.379	7.52	4.914	5.358	6.791	7.835	8.265	3.55	3.942	4.829	5.532	5.834	6.73	6.806	7.022	7.248	7.337	5.693	5.85	6.248	6.6	6.752	6.156	6.308	6.634	6.925	7.066	4.904	5.147	5.726	6.241	6.414	6.889	6.952	7.138	7.313	7.392	6.622	6.694	6.884	7.083	7.156	6.105	6.256	6.5	6.77	6.861	5.02	5.246	5.746	6.26	6.465	7.048	7.132	7.364	7.586	7.676	6.721	6.82	7.022	7.246	7.31	6.309	6.428	6.695	6.92	7.018	5.521	5.696	6.09	6.5	6.682	6.938	7.025	7.218	7.418	7.513	6.974	7.081	7.293	7.508	7.61	6.634	6.794	7.134	7.461	7.613	4.467	4.706	5.236	5.762	5.939	6.117	6.245	6.548	6.869	6.984	6.19	6.351	6.697	7.021	7.116	6.829	6.899	7.133	7.376	7.486	6.322	6.418	6.699	6.962	7.082	6.411	6.557	6.781	7.007	7.113	6.555	6.647	6.865	7.086	7.178	5.463	5.592	5.892	6.176	6.264	5.941	6.118	6.494	6.875	7.025	4.471	4.757	5.356	5.883	6.09	6.867	6.996	7.316	7.632	7.754	6.9	7.017	7.242	7.459	7.556	6.352	6.45	6.67	6.915	7.015	6.486	6.594	6.879	7.151	7.268	6.655	6.816	7.154	7.484	7.611	7.79	7.904	8.138	8.37	8.472	6.555	6.659	6.913	7.169	7.278	6.16	6.307	6.729	7.123	7.251	6.874	7.032	7.381	7.715	7.847	5.957	6.093	6.433	6.754	6.853	6.345	6.447	6.724	7.004	7.118	5.861	5.986	6.368	6.731	6.869	4.526	4.802	5.363	5.938	6.084	7.104	7.198	7.42	7.636	7.731	-2.099	-1.45	0.104	1.964	2.786	0.126	0.278	1.095	2.379	2.97	-3.778	-1.646	0.091	2.558	6.203	0.452	FALSE	0.091	FALSE
309	-5.057	-1.263	2.513	4.004	5.6	-4.039	-0.934	2.351	3.852	4.1	-6.021	-1.649	2.722	4.959	5.7	-2.64	-1.215	1.687	3.513	3.979	2.507	2.743	3.227	3.696	3.894	0.492	1.121	2.465	3.559	3.879	0.45	1.043	2.196	3.19	3.572	-12.875	-8.077	-0.87	2.267	2.881	3.421	3.551	3.864	4.172	4.327	2.969	3.162	3.601	3.984	4.15	1.837	2.149	2.854	3.477	3.685	-2.762	-1.474	1.232	2.904	3.506	0.559	0.899	1.915	2.727	3.017	1.42	1.764	2.52	3.186	3.431	2.818	3.083	3.66	4.131	4.318	-0.388	0.439	2.078	3.303	3.697	1.136	1.547	2.295	2.945	3.206	0.134	0.543	1.589	2.487	2.784	-3.422	-1.558	1.184	2.821	3.313	-3.947	-1.664	0.925	2.746	3.334	1.097	1.651	2.73	3.583	3.888	-3.957	-2.252	0.623	2.36	2.794	1.763	2.084	2.868	3.534	3.777	2.104	2.503	3.219	3.868	4.109	5.129	5.258	5.557	5.85	5.996	3.182	3.342	3.759	4.159	4.326	2.269	2.54	3.202	3.746	3.949	2.214	2.795	3.729	4.457	4.74	-2.445	-1.348	1.484	3.24	3.789	-1.056	-0.118	1.915	3.234	3.75	-2.717	-1.744	0.243	1.621	2.078	2.158	2.467	3.035	3.618	3.802	-1.073	-0.296	1.374	2.639	2.956	1.012	1.698	2.93	3.874	4.196	2.11	2.533	3.333	4.013	4.3	1.113	1.509	2.443	3.166	3.505	-12.973	-7.662	-1.047	2.021	2.806	-2.831	-1.223	1.365	3.122	3.657	0.796	1.327	2.443	3.427	3.942	1.986	2.375	3.154	3.857	4.059	-1.573	-0.547	1.522	2.876	3.333	-12.73	-8.703	-1.149	2.055	2.679	2.401	2.672	3.263	3.767	3.938	-8.366	-4.148	0.238	4.06	6.981	0.249	0.57	2.319	7.207	12.126	-7.647	-2.598	0.083	2.781	7.044	0.449	FALSE	0.083	FALSE
310	0.948	2.938	4.488	5.328	5.589	2.065	3.023	4.464	5.28	5.483	0.149	2.748	4.508	5.375	5.679	2.752	3.28	4.329	5.165	5.549	4.043	4.179	4.546	4.893	5.024	3.31	3.572	4.28	4.911	5.17	3.989	4.173	4.667	5.137	5.345	0.519	1.46	2.954	4.046	4.421	4.609	4.715	4.965	5.224	5.331	4.51	4.641	4.94	5.207	5.329	3.258	3.456	3.945	4.409	4.614	1.318	2.025	3.236	4.171	4.512	4.457	4.611	4.976	5.334	5.485	4.239	4.418	4.77	5.107	5.271	3.735	3.88	4.306	4.761	4.945	3.423	3.651	4.306	4.928	5.127	4.845	5.006	5.303	5.56	5.694	4.675	4.797	5.139	5.464	5.574	3.035	3.467	4.266	4.987	5.338	2.633	3.106	3.963	4.744	4.993	3.291	3.563	4.194	4.742	5.013	2.869	3.201	3.971	4.627	4.935	3.829	3.99	4.447	4.87	5.07	3.978	4.193	4.647	5.107	5.257	4.607	4.767	5.107	5.424	5.539	4.825	4.947	5.217	5.509	5.668	4.101	4.27	4.668	5.047	5.174	2.834	3.234	4.037	4.727	5.008	-3.114	-1.383	1.408	3.224	3.817	2.974	3.423	4.265	4.957	5.192	4.289	4.454	4.835	5.229	5.358	3.933	4.061	4.455	4.857	4.997	3.83	4.066	4.562	5.017	5.207	2.874	3.24	4.03	4.72	4.934	4.789	4.955	5.403	5.791	6	4.107	4.246	4.691	5.094	5.253	2.994	3.416	4.292	5.059	5.321	4.027	4.348	5.042	5.711	5.927	3.358	3.649	4.265	4.855	5.076	3.079	3.357	3.932	4.476	4.628	2.745	3.229	4.003	4.633	4.956	2.213	2.591	3.638	4.508	4.766	4.058	4.24	4.616	4.994	5.171	-4.387	-1.859	0.036	1.686	2.666	0.123	0.273	1.015	3.336	5.246	-7.393	-2.564	0.032	2.215	4.979	0.484	FALSE	0.032	FALSE
311	8.782	9.324	11.15	12.601	12.894	9.187	9.505	11.033	12.151	12.311	8.692	9.101	11.307	12.793	12.947	9.94	10.049	10.304	10.578	10.695	11.72	11.816	11.981	12.146	12.196	9.001	9.083	9.299	9.541	9.661	11.24	11.32	11.516	11.726	11.819	9.597	9.702	9.954	10.197	10.306	11.638	11.698	11.847	12.013	12.077	10.882	10.946	11.103	11.264	11.346	10.446	10.516	10.681	10.868	10.961	9.357	9.46	9.706	9.956	10.064	11.807	11.879	12.051	12.248	12.328	10.56	10.626	10.789	10.961	11.036	11.639	11.711	11.89	12.076	12.171	10.691	10.774	10.989	11.21	11.289	11.538	11.599	11.745	11.91	11.98	10.542	10.612	10.798	10.967	11.05	10.241	10.325	10.549	10.777	10.87	11.076	11.171	11.379	11.608	11.698	10.887	10.976	11.161	11.372	11.46	10.249	10.324	10.538	10.733	10.821	11.979	12.041	12.212	12.402	12.484	11.236	11.312	11.499	11.688	11.78	11.986	12.055	12.226	12.411	12.49	11.881	11.948	12.114	12.311	12.398	10.51	10.573	10.753	10.948	11.013	12.137	12.214	12.417	12.653	12.778	8.387	8.556	8.822	9.087	9.223	11.014	11.096	11.321	11.531	11.617	10.57	10.642	10.815	10.992	11.1	10.718	10.788	10.944	11.12	11.2	9.403	9.5	9.685	9.888	9.975	10.053	10.159	10.361	10.59	10.708	12.483	12.566	12.747	12.945	13.038	11.851	11.91	12.088	12.291	12.368	10.316	10.396	10.643	10.875	11.003	11.976	12.064	12.285	12.522	12.65	11.037	11.105	11.295	11.515	11.602	11.749	11.838	12.025	12.218	12.288	10.791	10.879	11.079	11.29	11.371	8.977	9.117	9.356	9.615	9.738	12.576	12.655	12.835	13.012	13.093	-3.051	-2.206	0.301	2.39	3.115	0.224	0.462	1.467	3.195	3.804	-3.939	-1.991	0.199	2.479	5.932	0.404	FALSE	0.199	FALSE
312	-13.022	-8.396	-1.528	2.371	5.527	-13.208	-8.471	-1.654	1.57	2.503	-12.729	-8.322	-1.371	4.391	5.702	-12.391	-7.977	-0.613	2.504	3.188	-5.709	-3.918	-1.317	0.464	1.017	-13.614	-9.087	-1.597	1.37	2.071	-15.928	-9.298	-2.331	0.819	1.804	-12.713	-8.15	-0.863	2.274	3.02	-3.932	-3.141	-1.205	0.118	0.478	-14.489	-10.628	-3.734	-0.67	0.103	-14.528	-9.919	-3.013	-0.137	0.867	-14.268	-8.438	-1.282	1.824	2.564	-4.967	-3.486	-0.653	1.043	1.528	-5.766	-3.629	-0.775	0.849	1.385	-14.938	-9.788	-3.163	0.07	0.851	-13.341	-8.814	-1.724	1.337	2.219	-16.053	-11.171	-3.653	-0.226	0.691	-14.323	-9.916	-3.335	-0.137	0.729	-13.2	-8.448	-1.084	1.875	2.681	-12.924	-8.665	-1.411	1.81	2.597	-1.454	-0.601	1.25	2.559	3.146	-13.421	-9.186	-1.851	1.45	2.207	-13.788	-9.48	-2.889	0.201	0.925	-12.938	-9.302	-2.559	0.706	1.521	-16.062	-10.519	-3.357	-0.218	0.687	-2.238	-1.554	-0.01	1.143	1.515	-15.66	-10.303	-3.093	0.029	0.731	4.686	4.906	5.453	5.984	6.176	-11.83	-7.134	-1.035	2.182	3.037	-12.019	-8.184	-1.38	1.618	2.509	-13.915	-9.43	-3.001	0.326	0.978	-15.119	-10.277	-3.235	-0.281	0.469	-12.707	-9.331	-2.377	0.814	1.603	-12.749	-8.362	-1.432	1.621	2.379	-14.5	-8.729	-2.269	0.741	1.761	-12.823	-9.418	-2.617	0.452	1.055	-12.169	-8.148	-1.006	2.058	2.958	-12.365	-7.483	-1.176	2.118	3.017	0.603	1.245	2.47	3.41	3.705	-15.03	-9.587	-2.531	0.549	1.392	-12.141	-7.706	-1.758	1.447	2.227	-11.681	-7.497	-1.013	1.85	2.813	-0.183	0.347	1.473	2.327	2.667	-11.715	-7.167	0.474	8.605	13.313	0.522	1.183	4.686	11.983	16.343	-5.603	-2.191	0.09	2.7	6.614	0.454	FALSE	0.09	FALSE
313	-9.232	-4.489	1.855	5.616	6.435	-9.191	-4.418	1.276	3.54	3.881	-9.306	-4.524	2.351	6.189	6.521	-11.423	-7.637	-0.66	2.385	3.038	-6.022	-4.042	-1.175	0.501	1.135	-13.455	-9.453	-1.864	1.4	2.029	0.552	1.061	2.23	3.179	3.581	-12.709	-8.302	-0.903	2.242	3.028	2.945	3.117	3.484	3.824	3.992	-1.06	-0.43	0.797	1.72	2.053	-0.548	0.159	1.382	2.305	2.593	-14.367	-8.6	-1.443	1.82	2.596	-1.817	-0.835	0.759	1.904	2.305	1.938	2.208	2.844	3.443	3.652	-5.022	-3.527	-0.547	1.115	1.754	-13.03	-8.938	-1.844	1.3	1.922	2.349	2.578	3.111	3.589	3.785	1.009	1.321	2.199	2.911	3.128	-3.218	-1.534	1.227	2.979	3.52	0.199	0.994	2.493	3.672	4.037	1.508	1.965	2.966	3.765	4.163	1.691	2.153	3.248	4.051	4.323	-2.903	-1.791	0.374	1.762	2.246	0.944	1.503	2.434	3.279	3.622	0.826	1.2	2.082	2.862	3.107	4.728	4.87	5.137	5.429	5.56	1.475	1.868	2.639	3.295	3.478	3.769	4.1	4.778	5.371	5.571	-12.286	-7.829	-1.081	2.051	2.811	-3.4	-2.053	0.944	2.722	3.336	6.025	6.129	6.4	6.656	6.798	2.22	2.438	3.04	3.599	3.845	-14.732	-10.025	-2.62	0.682	1.475	1.257	1.767	2.954	3.885	4.267	-13.763	-8.658	-2.246	0.867	1.658	1.728	2.125	2.88	3.564	3.874	-13.787	-8.429	-0.954	2.037	2.857	-12.552	-8.043	-1.135	2.034	2.791	2.176	2.592	3.423	4.118	4.379	-0.211	0.291	1.665	2.771	3.107	-1.582	-0.377	1.556	2.945	3.395	-2.726	-1.607	1.333	2.996	3.468	5.613	5.735	5.975	6.255	6.383	-10.814	-6.029	1.086	7.635	12.162	0.411	0.957	3.976	11.011	15.888	-5.28	-1.965	0.241	2.968	7.684	0.376	FALSE	0.241	FALSE
314	-12.618	-8.013	-1.04	2.708	4.453	-12.103	-7.415	-0.564	3.955	4.556	-13.244	-8.475	-1.495	1.851	2.647	-12.143	-7.382	-0.767	2.283	2.87	-15.339	-10.915	-3.406	-0.425	0.41	-12.946	-8.798	-1.676	1.495	2.292	-11.974	-8.492	-2.333	0.614	1.59	-12.598	-7.565	-1.026	2.251	3.02	4.055	4.144	4.413	4.676	4.785	-1.702	-0.862	0.498	1.462	1.721	0.14	0.571	1.637	2.528	2.84	-12.802	-8.212	-1.089	1.891	2.741	-14.136	-9.888	-2.914	0.141	1.053	-16.847	-10.624	-3.23	-0.02	0.621	-14.358	-9.843	-2.996	0.003	0.85	-3.644	-2.05	0.614	2.397	2.931	-5.517	-3.823	-1.175	0.522	1.127	-0.493	0.196	1.341	2.259	2.578	-3.045	-1.62	1.197	2.925	3.638	-12.504	-7.454	-1.394	1.749	2.323	-12.995	-8.445	-2.029	0.962	1.839	-11.592	-8.175	-1.78	1.263	2.051	1.824	2.094	2.868	3.556	3.788	-13.278	-9.137	-2.638	0.533	1.219	-15.479	-10.393	-3.261	-0.092	0.73	-14.898	-10.234	-3.741	-0.634	-0.071	-14.124	-9.768	-3.197	-0.175	0.596	-12.238	-8.254	-1.395	1.833	2.422	-12.136	-8.458	-1.117	2.259	2.968	-12.721	-7.543	-1.211	1.581	2.364	-15.159	-9.92	-2.864	-0.123	1.048	-15.337	-9.924	-3.246	-0.086	0.714	-1.999	-1.154	0.863	2.272	2.754	-13.684	-8.943	-1.557	1.603	2.32	-14.94	-8.897	-2.254	0.757	1.769	-4.735	-2.991	-0.34	1.375	1.922	-13.539	-8.293	-1.295	2.049	2.766	-11.779	-7.611	-1.007	2.235	3.07	-12.917	-8.867	-1.997	1.097	1.869	-14.993	-9.355	-2.412	0.496	1.377	-1.266	-0.372	1.533	2.857	3.324	-12.581	-7.915	-1.178	1.991	2.725	-1.22	-0.534	0.907	1.943	2.242	-13.5	-8.842	-0.978	6.637	11.276	0.534	1.195	4.62	11.733	16.372	-7.555	-3.128	-0.192	1.76	4.482	0.404	FALSE	0.192	FALSE
315	-12.365	-7.625	-0.745	3.993	7.262	-12.417	-7.732	-0.941	2.007	2.847	-12.221	-7.509	-0.473	6.137	7.34	-11.217	-7.352	-0.725	2.356	3.063	-16.693	-10.879	-3.792	-0.357	0.157	-3.641	-1.871	0.723	2.487	3.13	-14.071	-9.875	-2.299	0.715	1.679	-13.309	-8.014	-0.996	2.162	2.872	-2.149	-1.677	-0.309	0.733	1.081	-3.408	-2.32	-0.466	0.839	1.32	-15.994	-10.14	-3.117	0.112	0.88	-11.707	-7.798	-1.173	1.861	2.561	-14.734	-10.752	-3.193	0.065	0.843	-2.861	-1.826	0.103	1.367	1.817	-13.598	-9.866	-2.982	0.042	0.892	-11.852	-8.321	-1.843	1.298	2.113	-5.443	-3.805	-1.179	0.58	1.076	-13.707	-9.649	-3.117	-0.114	0.856	-12.966	-7.986	-1.168	1.835	2.579	-13.315	-8.512	-1.346	1.751	2.628	-4.151	-2.439	0.287	2.051	2.738	-0.277	0.612	2.041	3.186	3.591	-2.231	-1.441	0.443	1.759	2.277	-13.61	-9.262	-2.492	0.653	1.39	-15.984	-10.175	-3.267	-0.163	0.523	-16.406	-10.709	-3.874	-0.696	-0.091	3.776	3.945	4.386	4.759	4.927	-12.104	-7.819	-1.253	1.536	2.519	-12.284	-8.189	-1.033	2.13	2.953	-13.175	-8.052	-1.329	1.56	2.442	6.897	6.987	7.225	7.45	7.578	-3.285	-2.178	-0.018	1.385	1.87	-13.391	-9.337	-2.321	0.632	1.607	1.819	2.114	3.203	4.048	4.403	-4.491	-2.616	0.153	1.77	2.445	-4.935	-3.013	-0.376	1.383	1.92	-13.433	-7.518	-0.977	2.149	2.87	-13.021	-7.919	-0.924	1.991	2.964	-14.072	-8.885	-2.005	0.859	1.681	0.914	1.462	2.501	3.344	3.654	-1.519	-0.368	1.573	2.891	3.323	-13.666	-8.255	-1.197	1.809	2.49	-14.477	-9.762	-3.283	-0.159	0.763	-11.668	-6.961	0.774	9.219	13.92	0.533	1.219	4.815	12.352	17.325	-5.162	-2.019	0.143	3	7.267	0.427	FALSE	0.143	FALSE
316	-1.757	0.528	3.448	5.944	7.084	-3.569	0.018	3.2	5.774	6.237	-0.016	1.079	3.629	6.484	7.168	-13.057	-8.106	-0.742	2.342	3.291	4.466	4.598	4.925	5.208	5.318	-1.173	-0.081	1.54	3.008	3.477	3.315	3.597	4.161	4.708	4.931	0.353	1.275	2.917	4.128	4.43	5.87	5.935	6.138	6.338	6.42	3.619	3.73	4.123	4.489	4.618	2.894	3.14	3.678	4.218	4.393	0.346	0.944	2.548	3.746	4.227	-1.471	-0.833	0.754	1.975	2.275	1.624	1.938	2.634	3.28	3.525	4.21	4.356	4.774	5.146	5.282	-0.343	0.464	2.091	3.221	3.591	4.84	4.944	5.25	5.531	5.665	3.822	4.012	4.418	4.806	4.974	-0.524	0.365	2.097	3.418	3.929	1.848	2.338	3.397	4.262	4.662	-0.491	0.244	1.781	2.864	3.265	1.786	2.226	3.22	4.032	4.342	1.346	1.757	2.601	3.323	3.561	3.662	3.872	4.388	4.816	5.007	3.077	3.313	3.822	4.282	4.464	6.756	6.845	7.058	7.275	7.364	5.189	5.331	5.64	5.919	6.064	4.486	4.698	5.234	5.743	6.006	-0.678	0.442	2.276	3.65	4.068	-1.294	0.053	1.851	3.214	3.718	4.734	4.908	5.221	5.574	5.67	2.324	2.581	3.197	3.704	3.885	2.28	2.569	3.341	3.986	4.266	-1.347	-0.308	1.658	3.079	3.564	1.224	1.731	2.721	3.523	3.867	2.883	3.075	3.66	4.213	4.391	-0.709	0.422	2.247	3.676	4.133	-0.664	0.342	2.219	3.563	4.017	3.348	3.602	4.267	4.827	5.032	4.195	4.366	4.838	5.247	5.468	0.473	1.201	2.479	3.564	3.836	1.03	1.755	3.079	4.074	4.467	4.769	4.953	5.273	5.569	5.703	-4.516	-3.119	0.51	4.715	7.85	0.323	0.711	2.531	5.706	9.438	-4.05	-1.602	0.185	2.416	5.493	0.413	FALSE	0.185	FALSE
317	6.349	6.838	9.192	11.489	12.425	6.899	7.273	8.753	11.448	11.592	6.23	6.594	9.423	11.981	12.488	6.563	6.701	7.095	7.504	7.667	9.196	9.275	9.451	9.628	9.701	7.967	8.07	8.311	8.575	8.673	11.189	11.256	11.467	11.676	11.761	7.642	7.781	8.092	8.403	8.508	11.199	11.25	11.408	11.572	11.638	11.129	11.183	11.344	11.512	11.582	10.609	10.684	10.853	11.042	11.123	7.822	7.926	8.228	8.516	8.609	10.202	10.265	10.449	10.644	10.725	7.299	7.378	7.589	7.81	7.887	10.64	10.711	10.893	11.086	11.193	6.973	7.105	7.412	7.681	7.79	10.751	10.824	10.976	11.137	11.2	8.931	9.014	9.203	9.385	9.455	7.279	7.433	7.726	8.025	8.172	8.924	8.992	9.236	9.482	9.568	7.635	7.739	7.972	8.22	8.341	7.251	7.376	7.631	7.9	8.032	7.826	7.914	8.129	8.352	8.441	10.543	10.628	10.811	10.993	11.109	11.187	11.265	11.438	11.627	11.715	12.172	12.228	12.401	12.595	12.674	10.763	10.846	11.024	11.22	11.275	9.287	9.39	9.608	9.87	9.982	7.184	7.324	7.634	7.966	8.106	5.821	6.018	6.434	6.8	6.955	9.71	9.789	9.959	10.142	10.253	9.703	9.796	9.956	10.137	10.219	7.77	7.873	8.091	8.321	8.403	6.59	6.717	7.032	7.374	7.503	8.404	8.478	8.688	8.915	9.01	10.322	10.381	10.567	10.779	10.854	6.569	6.671	7.074	7.44	7.559	6.255	6.423	6.805	7.206	7.386	8.912	8.998	9.206	9.425	9.508	10.624	10.703	10.894	11.086	11.15	7.611	7.698	7.975	8.25	8.376	8.714	8.837	9.105	9.383	9.512	9.65	9.718	9.904	10.079	10.169	-4.761	-3.966	0.004	3.563	4.696	0.248	0.634	2.771	4.539	5.572	-7.69	-2.197	0.002	2.365	6.242	0.499	FALSE	0.002	FALSE
